day_and_date,start_time,end_time,title,program_track,location,speakers_or_contributors,keywords_tags,interest_area,registration_category,session_url
"Tuesday, 21 July 2026",9:50am,10:00am,Generative 3D Gaussians with Learned Density Control,Technical Paper,Room 403  B,Runjie Yan; Yan-Pei Cao; Peng Wang; Ding Liang; Yuan-Chen Guo,Artificial Intelligence/Machine Learning; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_758&sess=sess112
"Tuesday, 21 July 2026",10:00am,10:25am,Generative 3D (2) - Interactive Discussion,Technical Paper,Room 403  B,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_116&sess=sess112
"Tuesday, 21 July 2026",9:00am,12:15pm,"Human–AI Co-Creation in Generative Art: Graphics Methods, Systems, and Applications",Technical Workshop,Room 406 AB,Ying Jiang; Jiayin Lu; Yin Yang; Hongbo Fu; Chenfanfu Jiang; Yunuo Chen; Masha Shugrina; Adriana Schulz; Yael Vinker; Zeyu Wang,Art; Artificial Intelligence/Machine Learning; Generative AI; Virtual Reality,Arts & Design; Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=twork_107&sess=sess220
"Tuesday, 21 July 2026",9:00am,12:15pm,Hydra in Production,Course,Room 515 A,Thomas Cauchois; Joe Longson; Anna Reid; Brett Levin; Björn Siegert; David Lanier; Paolo Selva; Raja Bala,Animation; Industry Insight; Pipeline Tools and Work; Real-Time; Rendering,Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_518&sess=sess196
"Tuesday, 21 July 2026",9:00am,10:30am,Layouts & Procedural,Technical Paper,Room 403 A,,Artificial Intelligence/Machine Learning; Generative AI; Geometry; Modeling; Rendering,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null
"Tuesday, 21 July 2026",9:00am,9:10am,LLM-enhanced Scene Graph Learning for Household Rearrangement,Technical Paper,Room 403 A,Wenhao Li; Shilong Zou; Zhinan Yu; Zheng Zhou; Wenxuan Li; Chenyang Zhu; Ruizhen Hu; Kai Xu; Wenhao Li,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=paperstog_101&sess=sess106
"Tuesday, 21 July 2026",9:10am,9:20am,CasLayout: Cascaded 3D Layout Diffusion for Indoor Scene Synthesis with Implicit Relation Modeling,Technical Paper,Room 403 A,Yingrui Wu; You-Kang Kong; Mingyang Zhao; Weize Quan; Dongmin Yan; Yang Liu,Artificial Intelligence/Machine Learning; Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_839&sess=sess106
"Tuesday, 21 July 2026",9:20am,9:30am,Raster2Seq: Polygon Sequence Generation for Floorplan Reconstruction,Technical Paper,Room 403 A,Hao Phung; Hadar Averbuch-Elor,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_716&sess=sess106
"Tuesday, 21 July 2026",9:30am,9:40am,Toward Richer Material Generation via Procedural Data Enhancement,Technical Paper,Room 403 A,Yunchen Yu; Jacob Munkberg; Jon Hasselgren; Chris Cummings; Steve Marschner; Andrea Weidlich,Artificial Intelligence/Machine Learning; Generative AI; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1355&sess=sess106
"Tuesday, 21 July 2026",9:40am,9:50am,InfiniteDiffusion: Bridging Learned Fidelity and Procedural Utility for Open-World Terrain Generation,Technical Paper,Room 403 A,Alexander Goslin,Artificial Intelligence/Machine Learning; Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_416&sess=sess106
"Tuesday, 21 July 2026",9:50am,10:00am,RCGP: Resource Contracts for Graphics Programming,Technical Paper,Room 403 A,Venkataram Sivaram; Sai Praveen Bangaru; Ravi Ramamoorthi; Tzu-Mao Li; Jonathan Ragan-Kelley; Fredo Durand,Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_500&sess=sess106
"Tuesday, 21 July 2026",10:00am,10:25am,Layouts & Procedural - Interactive Discussion,Technical Paper,Room 403 A,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_115&sess=sess106
"Tuesday, 21 July 2026",9:00am,9:45am,Meet Mingle and Make a Difference,ACM SIGGRAPH 365,Room 404 AB,Mashhuda Glencross; Alain Chesnais; Nick Shelton; Alex Bryant,Animation; Art; Artificial Intelligence/Machine Learning; Audio; Augmented Reality; Capture/Scanning; Computer Vision; Digital Twins; Display; Dynamics; Education; Ethics and Society; Fabrication; Games; Generative AI; Geometry; Graphics Systems Architecture; Haptics; Hardware; Image Processing; Industry Insight; Lighting; Math Foundations and Theory; Modeling; Performance; Physical AI; Pipeline Tools and Work; Real-Time; Rendering; Robotics; Scientific Visualization; Simulation; Spatial Computing; Virtual Reality,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=thea_114&sess=sess282
"Tuesday, 21 July 2026",9:00am,9:50am,"NVIDIA Physical AI Day | World Models : The Frontier of Physical AI, Unlocked By Graphics",Industry Session,Room 502A,,Computer Vision; Generative AI; Physical AI; Robotics; Simulation,New Technologies,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ind_118&sess=sess531
"Tuesday, 21 July 2026",9:00am,10:30am,Perception and Presence,Art Paper,411 Theatre,,Animation; Art; Audio; Augmented Reality; Capture/Scanning; Dynamics; Hardware; Lighting; Performance; Real-Time; Scientific Visualization; Spatial Computing; Virtual Reality,Arts & Design; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/null
"Tuesday, 21 July 2026",9:00am,9:20am,Infant Vision: Reconfiguring Perception in Mixed Reality,Art Paper,411 Theatre,Wei Chen Yen; Seth Riskin; Chun-Cheng Hsu,Art; Augmented Reality; Virtual Reality,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=artpl_122&sess=sess226
"Tuesday, 21 July 2026",9:20am,9:40am,Resonance: Meditative Neural Rhythms as Collective Spatial Experience,Art Paper,411 Theatre,Ruipeng Wang; Yuxiang Cheng; Zhiyan Xing; Behnaz Farahi,Art; Dynamics; Hardware; Lighting; Performance; Real-Time; Spatial Computing,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=artpl_169&sess=sess226
"Tuesday, 21 July 2026",9:40am,10:00am,The Adaptation Threshold in Mixed Reality Theater: Cognitive Integration and Narrative Reality,Art Paper,411 Theatre,Nils Gallist; David Gochfeld; Lino Brunmayr,Animation; Art; Augmented Reality; Performance; Real-Time; Virtual Reality,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=artpl_232&sess=sess226
"Tuesday, 21 July 2026",10:00am,10:20am,Edges of Immersion: Data Translation into Ecoaesthetic Experience,Art Paper,411 Theatre,Rasa Smite; Raitis Smits,Art; Audio; Capture/Scanning; Scientific Visualization; Spatial Computing; Virtual Reality,Arts & Design,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=artps_135&sess=sess226
"Tuesday, 21 July 2026",10:20am,10:30am,Perception and Presence - Q&A,Art Paper,411 Theatre,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_158&sess=sess226
"Tuesday, 21 July 2026",9:00am,5:30pm,Posters: 3D & Geometry,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess321
"Tuesday, 21 July 2026",9:00am,5:30pm,Posters: Animation & Simulation,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess446
"Tuesday, 21 July 2026",9:00am,5:30pm,Posters: Art & Design,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess447
"Tuesday, 21 July 2026",9:00am,5:30pm,Posters: Augmented & Virtual Reality,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess448
"Tuesday, 21 July 2026",9:00am,5:30pm,Posters: Displays & Optics,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess449
"Tuesday, 21 July 2026",9:00am,5:30pm,"Posters: Images, Video & Computer Vision",Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess450
"Tuesday, 21 July 2026",9:00am,5:30pm,Posters: Interactive Techniques,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess451
"Tuesday, 21 July 2026",9:00am,5:30pm,Posters: Rendering,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess452
"Tuesday, 21 July 2026",9:00am,11:00am,State of Animation Tools in the industry,Birds of a Feather,JW Marriott - Plaza 2-3,Stuart Bryson; Rob Jensen,Animation,Production & Animation,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_132&sess=sess338
"Tuesday, 21 July 2026",9:00am,10:00am,VFX Reference Platform - A Common Platform for VFX Software,Birds of a Feather,JW Marriott - Plaza 1,Francois Chardavoine; Jean-Francois Panisset,,,,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_162&sess=sess391
"Tuesday, 21 July 2026",9:00am,10:30am,Video Gen & Camera Control,Technical Paper,Room 408 B,,Artificial Intelligence/Machine Learning; Generative AI,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null
"Tuesday, 21 July 2026",9:00am,9:10am,Video Analysis and Generation via a Semantic Progress Function,Technical Paper,Room 408 B,Gal Metzer; Sagi Polaczek; Arash Mahdavi-Amiri; Raja Giryes; Daniel Cohen-Or,Artificial Intelligence/Machine Learning; Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_239&sess=sess150
"Tuesday, 21 July 2026",9:10am,9:20am,Go-with-the-Track: Video Compositing and Motion Control with Point Tracking,Technical Paper,Room 408 B,Koichi Namekata; Yash Kant; Zhizheng Liu; Ryan Burgert; Yuancheng Xu; Kuan Heng Lin; Emmett Steven; Julien Philip; Li Ma; Andrea Vedaldi; Paul Debevec; Ning Yu,Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_483&sess=sess150
"Tuesday, 21 July 2026",9:20am,9:30am,ReRoPE: Repurposing RoPE for Relative Camera Control,Technical Paper,Room 408 B,Chunyang Li; Yuanbo Yang; Jiahao Shao; Hongyu Zhou; Katja Schwarz; Yiyi Liao,Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1664&sess=sess150
"Tuesday, 21 July 2026",9:30am,9:40am,FreeOrbit4D: Training-Free Arbitrary Camera Redirection for Monocular Videos via Foreground-Complete 4D Reconstruction,Technical Paper,Room 408 B,Wei Cao; Hao Zhang; Fengrui Tian; Yulun Wu; Yingying Li; Shenlong Wang; Ning Yu; Yaoyao Liu,Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_708&sess=sess150
"Tuesday, 21 July 2026",9:40am,9:50am,UCM: Unified Modeling of Camera Control and Memory with Time-aware Positional Encoding Warping for World Models,Technical Paper,Room 408 B,Tian-Xing Xu; Zi-Xuan Wang; Guangyuan Wang; Li Hu; Zhongyi Zhang; Peng Zhang; Bang Zhang; Song-Hai Zhang,Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_466&sess=sess150
"Tuesday, 21 July 2026",9:50am,10:00am,CameraSquad: Achieving Content Consistency in Parallel Multi-Trajectory Camera-Controlled Video Generation,Technical Paper,Room 408 B,Zhufeng Xu; Xuan Gao; Bailin Deng; Yikang Ding; Xiaoqiang Liu; Haoxian Zhang; Pengfei Wan; Hongbo Fu; Lin Gao,Artificial Intelligence/Machine Learning; Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_234&sess=sess150
"Tuesday, 21 July 2026",10:00am,10:30am,Video Gen & Camera Control - Interactive Discussion,Technical Paper,Room 408 B,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_118&sess=sess150
"Tuesday, 21 July 2026",9:30am,10:15am,Autodesk Vision Series | Animating Creatures of the Upside Down with Wētā FX: The Creepy Realism of Stranger Things Season 5,Industry Session,Petree C,,Animation,Production & Animation,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ind_135&sess=sess540
"Tuesday, 21 July 2026",9:30am,10:30am,Chasing De’Snake! - Developing the Worlds and Characters of Disney’s “Zootopia 2”,Production Session,Hall K,Jack Fulmer; Adam Green; Kira Lehtomaki; David Hutchins; Tyler Kupferer; Daniel Rice,Animation; Art; Geometry; Image Processing; Industry Insight; Lighting; Modeling; Pipeline Tools and Work; Rendering; Simulation,Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=pros_126&sess=sess162
"Tuesday, 21 July 2026",10:00am,11:00am,"3D Assets: New features, Tooling, and What Comes Next",Birds of a Feather,Room 518,Ken Jakubzak,Animation; Digital Twins; Games; Graphics Systems Architecture; Modeling; Pipeline Tools and Work; Real-Time; Spatial Computing; Virtual Reality,Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_160&sess=sess357
"Tuesday, 21 July 2026",10:00am,11:00am,3D challenges in .MIL,Birds of a Feather,Room 512,Rodney France,Modeling,Arts & Design,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_212&sess=sess498
"Tuesday, 21 July 2026",10:00am,5:00pm,Art Gallery,Art Gallery,Concourse Foyer,,,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess235
"Tuesday, 21 July 2026",10:00am,10:50am,Chaos | Ray-Traced Gaussian Splats in Production: The June July Pipeline,Industry Session,Room 511C,,Animation; Pipeline Tools and Work; Real-Time; Rendering,Production & Animation,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ind_113&sess=sess511
"Tuesday, 21 July 2026",10:00am,5:00pm,Emerging Technologies,Emerging Technologies,Concourse Hall,,Art; Artificial Intelligence/Machine Learning; Audio; Augmented Reality; Capture/Scanning; Computer Vision; Digital Twins; Display; Dynamics; Education; Fabrication; Games; Generative AI; Graphics Systems Architecture; Haptics; Hardware; Image Processing; Performance; Physical AI; Pipeline Tools and Work; Real-Time; Robotics; Scientific Visualization; Spatial Computing; Virtual Reality,Arts & Design; Gaming & Interactive; New Technologies; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess250
"Tuesday, 21 July 2026",10:00am,11:00am,Emerging Technologies Demo - EgoForce: Forearm-Guided Camera-Space 3D Hand Pose from a Monocular Egocentric Camera,Emerging Technologies; Technical Paper,Concourse Hall,Christen Millerdurai,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_167&sess=sess400
"Tuesday, 21 July 2026",10:00am,5:00pm,Exhibition,Exhibition,West Hall A,,,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience; Discover,
"Tuesday, 21 July 2026",10:00am,5:00pm,Immersive Pavilion,Immersive Pavilion,Concourse Hall,,Animation; Art; Artificial Intelligence/Machine Learning; Audio; Augmented Reality; Computer Vision; Digital Twins; Education; Ethics and Society; Fabrication; Games; Generative AI; Haptics; Hardware; Image Processing; Performance; Pipeline Tools and Work; Real-Time; Scientific Visualization; Simulation; Spatial Computing; Virtual Reality,Arts & Design; Gaming & Interactive; New Technologies; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess245
